epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.3203929662704468,,49,,,,
0,0.5303511619567871,,99,,,,
,,0.4546026587486267,0.0,,,0.4546026587486267,1.1446973085403442
,,,0.0,0.34821274876594543,1.272257924079895,,
1,0.5319146513938904,,149,,,,
1,0.5459905862808228,,199,,,,
,,0.5551421046257019,1.0,,,0.5551421046257019,0.9716285467147827
,,,1.0,0.5443210601806641,1.0283937454223633,,
2,0.5453456044197083,,249,,,,
2,0.602108895778656,,299,,,,
,,0.5892179012298584,2.0,,,0.5892179012298584,0.9101350903511047
,,,2.0,0.6016910076141357,0.9069167971611023,,
3,0.5905994176864624,,349,,,,
3,0.6626697182655334,,399,,,,
,,0.6261977553367615,3.0,,,0.6261977553367615,0.8572028875350952
,,,3.0,0.6410330533981323,0.8311455249786377,,
4,0.6296727657318115,,449,,,,
4,0.6436625719070435,,499,,,,
4,0.6794015765190125,,549,,,,
,,0.6371887922286987,4.0,,,0.6371887922286987,0.8350225687026978
,,,4.0,0.6787222027778625,0.7539167404174805,,
5,0.7068673968315125,,599,,,,
5,0.7640398144721985,,649,,,,
,,0.6464107036590576,5.0,,,0.6464107036590576,0.8136540055274963
,,,5.0,0.7098783254623413,0.68845134973526,,
6,0.7894240021705627,,699,,,,
6,0.7405131459236145,,749,,,,
,,0.6529296636581421,6.0,,,0.6529296636581421,0.7999977469444275
,,,6.0,0.7326504588127136,0.640435516834259,,
7,0.729567289352417,,799,,,,
7,0.7405861616134644,,849,,,,
,,0.6637518405914307,7.0,,,0.6637518405914307,0.8376949429512024
,,,7.0,0.764697790145874,0.5766430497169495,,
8,0.8142856955528259,,899,,,,
8,0.804506778717041,,949,,,,
,,0.6645102500915527,8.0,,,0.6645102500915527,0.8266815543174744
,,,8.0,0.7858032584190369,0.52084881067276,,
9,0.7897917032241821,,999,,,,
9,0.8344485759735107,,1049,,,,
9,0.8324291706085205,,1099,,,,
,,0.6767957806587219,9.0,,,0.6767957806587219,0.8419623970985413
,,,9.0,0.8173321485519409,0.450627863407135,,
