epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.25,,99,,,,
,,0.25,0.0,,,0.25,1.343963861465454
,,,0.0,0.25,3.7498321533203125,,
1,0.25,,149,,,,
1,0.25,,199,,,,
,,0.25,1.0,,,0.25,1.3469123840332031
,,,1.0,0.25,1.3491109609603882,,
2,0.25,,249,,,,
2,0.25,,299,,,,
,,0.25,2.0,,,0.25,1.343755841255188
,,,2.0,0.25,1.348311185836792,,
3,0.25,,349,,,,
3,0.25,,399,,,,
,,0.25,3.0,,,0.25,1.344596266746521
,,,3.0,0.25,1.3482786417007446,,
4,0.25,,449,,,,
4,0.25,,499,,,,
4,0.25,,549,,,,
,,0.25,4.0,,,0.25,1.344042181968689
,,,4.0,0.25,1.347693681716919,,
5,0.25,,599,,,,
5,0.25,,649,,,,
,,0.25,5.0,,,0.25,1.3449926376342773
,,,5.0,0.25,1.3481203317642212,,
6,0.25,,699,,,,
6,0.25,,749,,,,
,,0.25,6.0,,,0.25,1.3448258638381958
,,,6.0,0.25,1.347876787185669,,
7,0.25,,799,,,,
7,0.25,,849,,,,
,,0.25,7.0,,,0.25,1.3458994626998901
,,,7.0,0.25,1.3483479022979736,,
8,0.25,,899,,,,
8,0.25,,949,,,,
,,0.25,8.0,,,0.25,1.3438998460769653
,,,8.0,0.25,1.3474340438842773,,
9,0.25,,999,,,,
9,0.25,,1049,,,,
9,0.25,,1099,,,,
,,0.25,9.0,,,0.25,1.3434330224990845
,,,9.0,0.25,1.3485233783721924,,
