epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.26677489280700684,,49,,,,
0,0.2626984119415283,,99,,,,
,,0.31884387135505676,0.0,,,0.31884387135505676,1.2814792394638062
,,,0.0,0.28217071294784546,1.314387559890747,,
1,0.4599112868309021,,149,,,,
1,0.4323802590370178,,199,,,,
,,0.4278247058391571,1.0,,,0.4278247058391571,1.229704737663269
,,,1.0,0.3872193396091461,1.2382915019989014,,
2,0.40132275223731995,,249,,,,
2,0.5300949215888977,,299,,,,
,,0.4583866596221924,2.0,,,0.4583866596221924,1.131265640258789
,,,2.0,0.4628700911998749,1.1509416103363037,,
3,0.5094255208969116,,349,,,,
3,0.5425319671630859,,399,,,,
,,0.49509066343307495,3.0,,,0.49509066343307495,1.0540399551391602
,,,3.0,0.5111103057861328,1.0733345746994019,,
4,0.5378364324569702,,449,,,,
4,0.4464479684829712,,499,,,,
4,0.5890430212020874,,549,,,,
,,0.5357660055160522,4.0,,,0.5357660055160522,1.0767560005187988
,,,4.0,0.5515338182449341,1.005621314048767,,
5,0.6055014133453369,,599,,,,
5,0.6111575961112976,,649,,,,
,,0.5461204648017883,5.0,,,0.5461204648017883,0.979737401008606
,,,5.0,0.585407018661499,0.9455410242080688,,
6,0.6754727363586426,,699,,,,
6,0.5662832260131836,,749,,,,
,,0.5681527256965637,6.0,,,0.5681527256965637,0.9486619234085083
,,,6.0,0.6061764359474182,0.8982540369033813,,
7,0.5667544603347778,,799,,,,
7,0.6554546356201172,,849,,,,
,,0.588708758354187,7.0,,,0.588708758354187,0.9337579011917114
,,,7.0,0.6284416913986206,0.851977527141571,,
8,0.6563311815261841,,899,,,,
8,0.641211211681366,,949,,,,
,,0.5289503335952759,8.0,,,0.5289503335952759,1.000770092010498
,,,8.0,0.6544857025146484,0.8047566413879395,,
9,0.5991656184196472,,999,,,,
9,0.7226251363754272,,1049,,,,
9,0.7142160534858704,,1099,,,,
,,0.5813708901405334,9.0,,,0.5813708901405334,0.9340662956237793
,,,9.0,0.6684614419937134,0.7669745087623596,,
