epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.25,,99,,,,
,,0.25,0.0,,,0.25,1.340994119644165
,,,0.0,0.250079482793808,1.3486320972442627,,
1,0.25,,149,,,,
1,0.25,,199,,,,
,,0.28961390256881714,1.0,,,0.28961390256881714,1.31400465965271
,,,1.0,0.2519121766090393,1.3331300020217896,,
2,0.24154135584831238,,249,,,,
2,0.34248217940330505,,299,,,,
,,0.32745465636253357,2.0,,,0.32745465636253357,1.373615026473999
,,,2.0,0.31102558970451355,1.291596531867981,,
3,0.3824341893196106,,349,,,,
3,0.38613423705101013,,399,,,,
,,0.3908388912677765,3.0,,,0.3908388912677765,1.2040472030639648
,,,3.0,0.39206868410110474,1.2427016496658325,,
4,0.40662795305252075,,449,,,,
4,0.40365591645240784,,499,,,,
4,0.5089874863624573,,549,,,,
,,0.45462459325790405,4.0,,,0.45462459325790405,1.1447737216949463
,,,4.0,0.439196914434433,1.1818667650222778,,
5,0.5056968331336975,,599,,,,
5,0.40454545617103577,,649,,,,
,,0.4576345980167389,5.0,,,0.4576345980167389,1.199788212776184
,,,5.0,0.4846389591693878,1.1159803867340088,,
6,0.5209744572639465,,699,,,,
6,0.5307184457778931,,749,,,,
,,0.5213267207145691,6.0,,,0.5213267207145691,1.038734793663025
,,,6.0,0.5186184048652649,1.063951849937439,,
7,0.4973486661911011,,799,,,,
7,0.5692179203033447,,849,,,,
,,0.5587201714515686,7.0,,,0.5587201714515686,1.0188016891479492
,,,7.0,0.5491971373558044,1.0067449808120728,,
8,0.593971312046051,,899,,,,
8,0.5736333131790161,,949,,,,
,,0.57015061378479,8.0,,,0.57015061378479,1.0009936094284058
,,,8.0,0.5746678113937378,0.9635010957717896,,
9,0.5882440805435181,,999,,,,
9,0.6004323959350586,,1049,,,,
9,0.6129917502403259,,1099,,,,
,,0.5736817121505737,9.0,,,0.5736817121505737,0.9727081060409546
,,,9.0,0.5866053104400635,0.9260823130607605,,
