epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.25,,99,,,,
,,0.25,0.0,,,0.25,1.3445875644683838
,,,0.0,0.2502516806125641,1.3578424453735352,,
1,0.25,,149,,,,
1,0.25,,199,,,,
,,0.25,1.0,,,0.25,1.340869665145874
,,,1.0,0.25,1.3454867601394653,,
2,0.25,,249,,,,
2,0.25,,299,,,,
,,0.25,2.0,,,0.25,1.328926920890808
,,,2.0,0.25,1.3394300937652588,,
3,0.25,,349,,,,
3,0.25,,399,,,,
,,0.2787262797355652,3.0,,,0.2787262797355652,1.3053134679794312
,,,3.0,0.25769293308258057,1.3183680772781372,,
4,0.2606942653656006,,449,,,,
4,0.2847222089767456,,499,,,,
4,0.32246145606040955,,549,,,,
,,0.32075369358062744,4.0,,,0.32075369358062744,1.2951619625091553
,,,4.0,0.2853706479072571,1.302964448928833,,
5,0.2968176305294037,,599,,,,
5,0.4485255777835846,,649,,,,
,,0.314340740442276,5.0,,,0.314340740442276,1.27237069606781
,,,5.0,0.33456429839134216,1.2839761972427368,,
6,0.3276556134223938,,699,,,,
6,0.40711861848831177,,749,,,,
,,0.39364299178123474,6.0,,,0.39364299178123474,1.2382094860076904
,,,6.0,0.3786317706108093,1.257081151008606,,
7,0.4058721363544464,,799,,,,
7,0.4328404366970062,,849,,,,
,,0.4014202654361725,7.0,,,0.4014202654361725,1.198046088218689
,,,7.0,0.41582387685775757,1.2178452014923096,,
8,0.473135381937027,,899,,,,
8,0.4935606122016907,,949,,,,
,,0.4596540033817291,8.0,,,0.4596540033817291,1.1533854007720947
,,,8.0,0.4491771459579468,1.1764451265335083,,
9,0.4549539387226105,,999,,,,
9,0.5590679049491882,,1049,,,,
9,0.5124270915985107,,1099,,,,
,,0.4325338304042816,9.0,,,0.4325338304042816,1.1609455347061157
,,,9.0,0.4830879271030426,1.135778784751892,,
