epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.28102609515190125,,99,,,,
,,0.3194049894809723,0.0,,,0.3194049894809723,1.3680380582809448
,,,0.0,0.25424259901046753,1.4819824695587158,,
1,0.2933460474014282,,149,,,,
1,0.23488377034664154,,199,,,,
,,0.27075037360191345,1.0,,,0.27075037360191345,1.3304082155227661
,,,1.0,0.29139506816864014,1.365424633026123,,
2,0.2363547831773758,,249,,,,
2,0.3528600335121155,,299,,,,
,,0.28117167949676514,2.0,,,0.28117167949676514,1.3928027153015137
,,,2.0,0.28802451491355896,1.3741788864135742,,
3,0.2873285412788391,,349,,,,
3,0.2493371218442917,,399,,,,
,,0.2913459539413452,3.0,,,0.2913459539413452,1.3661876916885376
,,,3.0,0.2918338477611542,1.3650277853012085,,
4,0.27787455916404724,,449,,,,
4,0.3100516200065613,,499,,,,
4,0.27483975887298584,,549,,,,
,,0.2865411043167114,4.0,,,0.2865411043167114,1.3781273365020752
,,,4.0,0.2848489582538605,1.3759782314300537,,
5,0.3385581970214844,,599,,,,
5,0.25,,649,,,,
,,0.2503693401813507,5.0,,,0.2503693401813507,1.4507849216461182
,,,5.0,0.26781031489372253,1.4084383249282837,,
6,0.25,,699,,,,
6,0.25,,749,,,,
,,0.25,6.0,,,0.25,1.4390809535980225
,,,6.0,0.2501054108142853,1.413356900215149,,
7,0.25,,799,,,,
7,0.25,,849,,,,
,,0.25,7.0,,,0.25,1.4503909349441528
,,,7.0,0.25,1.4020334482192993,,
8,0.25,,899,,,,
8,0.25,,949,,,,
,,0.25,8.0,,,0.25,1.4369831085205078
,,,8.0,0.25,1.4226789474487305,,
9,0.25,,999,,,,
9,0.25,,1049,,,,
9,0.25,,1099,,,,
,,0.25,9.0,,,0.25,1.4100269079208374
,,,9.0,0.25,1.4303303956985474,,
