epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.31021595001220703,,99,,,,
,,0.3393150269985199,0.0,,,0.3393150269985199,1.297258973121643
,,,0.0,0.2656017243862152,1.3279027938842773,,
1,0.3164128065109253,,149,,,,
1,0.4603880047798157,,199,,,,
,,0.3864757716655731,1.0,,,0.3864757716655731,1.2602959871292114
,,,1.0,0.390814870595932,1.2368617057800293,,
2,0.5565505027770996,,249,,,,
2,0.5618801712989807,,299,,,,
,,0.5503714680671692,2.0,,,0.5503714680671692,1.0018008947372437
,,,2.0,0.5030017495155334,1.080491304397583,,
3,0.6090169548988342,,349,,,,
3,0.5052556991577148,,399,,,,
,,0.5190935134887695,3.0,,,0.5190935134887695,1.0313831567764282
,,,3.0,0.56927889585495,0.9554368853569031,,
4,0.6778932213783264,,449,,,,
4,0.6036447286605835,,499,,,,
4,0.637999415397644,,549,,,,
,,0.6086269021034241,4.0,,,0.6086269021034241,0.9120883345603943
,,,4.0,0.6131110787391663,0.8698964715003967,,
5,0.6890413761138916,,599,,,,
5,0.6880150437355042,,649,,,,
,,0.6279315948486328,5.0,,,0.6279315948486328,0.8884174227714539
,,,5.0,0.6414045691490173,0.8138782382011414,,
6,0.6684722304344177,,699,,,,
6,0.6904323101043701,,749,,,,
,,0.6117374300956726,6.0,,,0.6117374300956726,0.8920648694038391
,,,6.0,0.6758100986480713,0.7503803372383118,,
7,0.6724853515625,,799,,,,
7,0.7122222781181335,,849,,,,
,,0.5612600445747375,7.0,,,0.5612600445747375,1.2425626516342163
,,,7.0,0.6981242299079895,0.6969928741455078,,
8,0.7919362783432007,,899,,,,
8,0.8023738265037537,,949,,,,
,,0.6426041722297668,8.0,,,0.6426041722297668,0.8256891369819641
,,,8.0,0.7216970920562744,0.6469767689704895,,
9,0.7041186690330505,,999,,,,
9,0.7592261433601379,,1049,,,,
9,0.7348006367683411,,1099,,,,
,,0.6463479995727539,9.0,,,0.6463479995727539,0.8528796434402466
,,,9.0,0.74574875831604,0.6018701195716858,,
