epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.25,,99,,,,
,,0.25,0.0,,,0.25,1.3475905656814575
,,,0.0,0.25,1.3679759502410889,,
1,0.25,,149,,,,
1,0.25,,199,,,,
,,0.25,1.0,,,0.25,1.3442273139953613
,,,1.0,0.25,1.3521921634674072,,
2,0.25,,249,,,,
2,0.25,,299,,,,
,,0.25,2.0,,,0.25,1.3519548177719116
,,,2.0,0.25,1.353819489479065,,
3,0.25,,349,,,,
3,0.25,,399,,,,
,,0.25,3.0,,,0.25,1.3538272380828857
,,,3.0,0.25,1.354838490486145,,
4,0.25,,449,,,,
4,0.25,,499,,,,
4,0.25,,549,,,,
,,0.25,4.0,,,0.25,1.3449476957321167
,,,4.0,0.25,1.3540481328964233,,
5,0.25,,599,,,,
5,0.25,,649,,,,
,,0.25,5.0,,,0.25,1.3549320697784424
,,,5.0,0.25,1.3555511236190796,,
6,0.25,,699,,,,
6,0.25,,749,,,,
,,0.25,6.0,,,0.25,1.3532459735870361
,,,6.0,0.25,1.3548064231872559,,
7,0.25,,799,,,,
7,0.25,,849,,,,
,,0.25,7.0,,,0.25,1.3563828468322754
,,,7.0,0.25,1.355981707572937,,
8,0.25,,899,,,,
8,0.25,,949,,,,
,,0.25,8.0,,,0.25,1.3516240119934082
,,,8.0,0.25,1.3577488660812378,,
9,0.25,,999,,,,
9,0.25,,1049,,,,
9,0.25,,1099,,,,
,,0.25,9.0,,,0.25,1.3444645404815674
,,,9.0,0.25,1.3523271083831787,,
