epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.3304811120033264,,99,,,,
,,0.28813281655311584,0.0,,,0.28813281655311584,1.3246644735336304
,,,0.0,0.2830517292022705,1.3438788652420044,,
1,0.4040089547634125,,149,,,,
1,0.5082219243049622,,199,,,,
,,0.4452471435070038,1.0,,,0.4452471435070038,1.137780785560608
,,,1.0,0.40507155656814575,1.202591896057129,,
2,0.4726960361003876,,249,,,,
2,0.6723359823226929,,299,,,,
,,0.5071465969085693,2.0,,,0.5071465969085693,1.0614999532699585
,,,2.0,0.5132795572280884,1.068689227104187,,
3,0.536218523979187,,349,,,,
3,0.5338541865348816,,399,,,,
,,0.5687121152877808,3.0,,,0.5687121152877808,0.9492555260658264
,,,3.0,0.5612021684646606,0.9828497767448425,,
4,0.5282421708106995,,449,,,,
4,0.5180875062942505,,499,,,,
4,0.6059470176696777,,549,,,,
,,0.5952796936035156,4.0,,,0.5952796936035156,0.9217143654823303
,,,4.0,0.5926868915557861,0.9130945205688477,,
5,0.5884473323822021,,599,,,,
5,0.6848568320274353,,649,,,,
,,0.6010308861732483,5.0,,,0.6010308861732483,0.9131283760070801
,,,5.0,0.6161268949508667,0.8725374937057495,,
6,0.6653655171394348,,699,,,,
6,0.6302727460861206,,749,,,,
,,0.6041911840438843,6.0,,,0.6041911840438843,0.9021393656730652
,,,6.0,0.6366245150566101,0.8370845913887024,,
7,0.6550450325012207,,799,,,,
7,0.6497732996940613,,849,,,,
,,0.6120982766151428,7.0,,,0.6120982766151428,0.8878281712532043
,,,7.0,0.6548935770988464,0.7998808026313782,,
8,0.6700698733329773,,899,,,,
8,0.5516085624694824,,949,,,,
,,0.6052739024162292,8.0,,,0.6052739024162292,0.9160352349281311
,,,8.0,0.6189243793487549,0.8895761370658875,,
9,0.6221300959587097,,999,,,,
9,0.6811702251434326,,1049,,,,
9,0.6536452770233154,,1099,,,,
,,0.6041289567947388,9.0,,,0.6041289567947388,0.9049943685531616
,,,9.0,0.6469833850860596,0.8067768216133118,,
