epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.3048653304576874,,49,,,,
0,0.2974453866481781,,99,,,,
,,0.275251179933548,0.0,,,0.275251179933548,1.3381983041763306
,,,0.0,0.27455568313598633,1.3724136352539062,,
1,0.2519078850746155,,149,,,,
1,0.24428294599056244,,199,,,,
,,0.2612105906009674,1.0,,,0.2612105906009674,1.3180644512176514
,,,1.0,0.27916064858436584,1.3373558521270752,,
2,0.3574151396751404,,249,,,,
2,0.3420005440711975,,299,,,,
,,0.3118593096733093,2.0,,,0.3118593096733093,1.3339533805847168
,,,2.0,0.2976812422275543,1.319875717163086,,
3,0.2696765661239624,,349,,,,
3,0.37429776787757874,,399,,,,
,,0.27953511476516724,3.0,,,0.27953511476516724,1.343974232673645
,,,3.0,0.2815861105918884,1.334140419960022,,
4,0.2799919545650482,,449,,,,
4,0.259672611951828,,499,,,,
4,0.26615849137306213,,549,,,,
,,0.29772117733955383,4.0,,,0.29772117733955383,1.314868450164795
,,,4.0,0.2849739193916321,1.332807183265686,,
5,0.3846076726913452,,599,,,,
5,0.28982844948768616,,649,,,,
,,0.2768611013889313,5.0,,,0.2768611013889313,1.3213609457015991
,,,5.0,0.2972480058670044,1.3242169618606567,,
6,0.26692885160446167,,699,,,,
6,0.2716104984283447,,749,,,,
,,0.3301142156124115,6.0,,,0.3301142156124115,1.3198977708816528
,,,6.0,0.3018361032009125,1.3157298564910889,,
7,0.3182010054588318,,799,,,,
7,0.30390405654907227,,849,,,,
,,0.27763545513153076,7.0,,,0.27763545513153076,1.3014600276947021
,,,7.0,0.31127306818962097,1.313280463218689,,
8,0.3229166865348816,,899,,,,
8,0.3550809621810913,,949,,,,
,,0.2830159366130829,8.0,,,0.2830159366130829,1.3175216913223267
,,,8.0,0.3112242817878723,1.3102707862854004,,
9,0.32058826088905334,,999,,,,
9,0.3173918128013611,,1049,,,,
9,0.36434343457221985,,1099,,,,
,,0.306681752204895,9.0,,,0.306681752204895,1.3253031969070435
,,,9.0,0.3129846155643463,1.3124797344207764,,
