epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.25,,99,,,,
,,0.25,0.0,,,0.25,1.3512020111083984
,,,0.0,0.25,1.3538626432418823,,
1,0.25,,149,,,,
1,0.25,,199,,,,
,,0.25,1.0,,,0.25,1.3535531759262085
,,,1.0,0.25,1.3515130281448364,,
2,0.25,,249,,,,
2,0.25,,299,,,,
,,0.25,2.0,,,0.25,1.3481273651123047
,,,2.0,0.25,1.3499855995178223,,
3,0.25,,349,,,,
3,0.25,,399,,,,
,,0.25,3.0,,,0.25,1.3455095291137695
,,,3.0,0.25,1.349229335784912,,
4,0.25,,449,,,,
4,0.25,,499,,,,
4,0.25,,549,,,,
,,0.25,4.0,,,0.25,1.3513249158859253
,,,4.0,0.25,1.348878264427185,,
5,0.25,,599,,,,
5,0.25,,649,,,,
,,0.25,5.0,,,0.25,1.3472226858139038
,,,5.0,0.25,1.3489513397216797,,
6,0.25,,699,,,,
6,0.25,,749,,,,
,,0.25,6.0,,,0.25,1.3448008298873901
,,,6.0,0.25,1.349190592765808,,
7,0.25,,799,,,,
7,0.25,,849,,,,
,,0.25,7.0,,,0.25,1.3445336818695068
,,,7.0,0.25,1.3482673168182373,,
8,0.25,,899,,,,
8,0.25,,949,,,,
,,0.25,8.0,,,0.25,1.3474676609039307
,,,8.0,0.25,1.3481501340866089,,
9,0.25,,999,,,,
9,0.25,,1049,,,,
9,0.25,,1099,,,,
,,0.25,9.0,,,0.25,1.34678316116333
,,,9.0,0.25,1.3475462198257446,,
