epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.25,,99,,,,
,,0.25,0.0,,,0.25,1.3497987985610962
,,,0.0,0.25,1.3492696285247803,,
1,0.25,,149,,,,
1,0.25,,199,,,,
,,0.25,1.0,,,0.25,1.344655990600586
,,,1.0,0.25,1.3485089540481567,,
2,0.25,,249,,,,
2,0.25,,299,,,,
,,0.25,2.0,,,0.25,1.346701979637146
,,,2.0,0.25,1.3490619659423828,,
3,0.25,,349,,,,
3,0.25,,399,,,,
,,0.25,3.0,,,0.25,1.3505216836929321
,,,3.0,0.25,1.348381519317627,,
4,0.25,,449,,,,
4,0.25,,499,,,,
4,0.25,,549,,,,
,,0.25,4.0,,,0.25,1.3459738492965698
,,,4.0,0.25,1.3488900661468506,,
5,0.25,,599,,,,
5,0.25,,649,,,,
,,0.25,5.0,,,0.25,1.3487807512283325
,,,5.0,0.25,1.3484218120574951,,
6,0.25,,699,,,,
6,0.25,,749,,,,
,,0.25,6.0,,,0.25,1.3497108221054077
,,,6.0,0.25,1.3488892316818237,,
7,0.25,,799,,,,
7,0.25,,849,,,,
,,0.25,7.0,,,0.25,1.3445160388946533
,,,7.0,0.25,1.348387360572815,,
8,0.25,,899,,,,
8,0.25,,949,,,,
,,0.25,8.0,,,0.25,1.3452035188674927
,,,8.0,0.25,1.3484410047531128,,
9,0.25,,999,,,,
9,0.25,,1049,,,,
9,0.25,,1099,,,,
,,0.25,9.0,,,0.25,1.3435285091400146
,,,9.0,0.25,1.3484928607940674,,
