epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.25,,99,,,,
,,0.25,0.0,,,0.25,1.3435417413711548
,,,0.0,0.25,1.3536567687988281,,
1,0.25,,149,,,,
1,0.25,,199,,,,
,,0.25395479798316956,1.0,,,0.25395479798316956,1.3124637603759766
,,,1.0,0.2527845501899719,1.340114712715149,,
2,0.29806801676750183,,249,,,,
2,0.36083877086639404,,299,,,,
,,0.30631136894226074,2.0,,,0.30631136894226074,1.2958984375
,,,2.0,0.29866212606430054,1.3053807020187378,,
3,0.3473391532897949,,349,,,,
3,0.3582119047641754,,399,,,,
,,0.37484872341156006,3.0,,,0.37484872341156006,1.2462903261184692
,,,3.0,0.3504214882850647,1.2690309286117554,,
4,0.41882747411727905,,449,,,,
4,0.4870322644710541,,499,,,,
4,0.47608786821365356,,549,,,,
,,0.42959919571876526,4.0,,,0.42959919571876526,1.196128010749817
,,,4.0,0.415932834148407,1.217254877090454,,
5,0.42350757122039795,,599,,,,
5,0.33192020654678345,,649,,,,
,,0.427618145942688,5.0,,,0.427618145942688,1.1795400381088257
,,,5.0,0.4319230914115906,1.1934502124786377,,
6,0.4626898169517517,,699,,,,
6,0.40122076869010925,,749,,,,
,,0.45259934663772583,6.0,,,0.45259934663772583,1.1633069515228271
,,,6.0,0.453396201133728,1.1705867052078247,,
7,0.47116756439208984,,799,,,,
7,0.4699331820011139,,849,,,,
,,0.4429320991039276,7.0,,,0.4429320991039276,1.1637004613876343
,,,7.0,0.4657224416732788,1.1529964208602905,,
8,0.4950487017631531,,899,,,,
8,0.3904429078102112,,949,,,,
,,0.469694048166275,8.0,,,0.469694048166275,1.1530839204788208
,,,8.0,0.47927024960517883,1.135040521621704,,
9,0.4997119605541229,,999,,,,
9,0.5163341760635376,,1049,,,,
9,0.573551595211029,,1099,,,,
,,0.4718937873840332,9.0,,,0.4718937873840332,1.1182481050491333
,,,9.0,0.4890913665294647,1.1186882257461548,,
