epoch,hp/train_acc,hp/val_acc,step,train_acc,train_loss,val_acc,val_loss
0,0.25,,49,,,,
0,0.23906250298023224,,99,,,,
,,0.25,0.0,,,0.25,3.235884428024292
,,,0.0,0.25392159819602966,39.63349151611328,,
1,0.2998632490634918,,149,,,,
1,0.3216931223869324,,199,,,,
,,0.265329509973526,1.0,,,0.265329509973526,1.3343735933303833
,,,1.0,0.2857341170310974,1.4176520109176636,,
2,0.22181372344493866,,249,,,,
2,0.253242164850235,,299,,,,
,,0.2918766438961029,2.0,,,0.2918766438961029,1.3263636827468872
,,,2.0,0.28821903467178345,1.3248224258422852,,
3,0.2997140884399414,,349,,,,
3,0.28024283051490784,,399,,,,
,,0.2912861704826355,3.0,,,0.2912861704826355,1.3108400106430054
,,,3.0,0.2954995334148407,1.3186829090118408,,
4,0.2966386675834656,,449,,,,
4,0.29616859555244446,,499,,,,
4,0.26565295457839966,,549,,,,
,,0.31276464462280273,4.0,,,0.31276464462280273,1.3093178272247314
,,,4.0,0.29341405630111694,1.3190679550170898,,
5,0.29956141114234924,,599,,,,
5,0.3199848532676697,,649,,,,
,,0.30073437094688416,5.0,,,0.30073437094688416,1.3149058818817139
,,,5.0,0.2990785837173462,1.3148800134658813,,
6,0.27780577540397644,,699,,,,
6,0.31410256028175354,,749,,,,
,,0.25,6.0,,,0.25,13862.33203125
,,,6.0,0.2926405966281891,40417.06640625,,
7,0.25,,799,,,,
7,0.25833332538604736,,849,,,,
,,0.24999244511127472,7.0,,,0.24999244511127472,35068.17578125
,,,7.0,0.2518857717514038,498189.09375,,
8,0.308593213558197,,899,,,,
8,0.24000000953674316,,949,,,,
,,0.2612716853618622,8.0,,,0.2612716853618622,11795.8505859375
,,,8.0,0.2600901126861572,23469.3828125,,
9,0.3132352828979492,,999,,,,
9,0.25,,1049,,,,
9,0.24843749403953552,,1099,,,,
,,0.2710488736629486,9.0,,,0.2710488736629486,4316.3349609375
,,,9.0,0.27513962984085083,7668.234375,,
